ScenarioCode,Reference,SchoolCode,StaffMemberCode,StaffRoleCode,PayScalePointCode,PayScaleGradeCode,DepartmentCode,PensionCode,EquatedWeekPatternCode,DateFrom,DateTo,WeeklyFteOrHpw,MatEditOnly,Notes,NoIncrement,FundCode,ContractTypeCode
,,ALE,85807207,AHT_32.5_EW,L12,LS_EW_12-24,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,ALE,85807207,AHT_32.5_EW,L13,LS_EW_12-24,SAL_LST,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,ALE,94539905,AHT_32.5_EW,L16,LS_EW_16-27,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,ALE,13387461,UQT_32.5_EW,UQ1,UQ_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,0.6,False,,False,REST,ZZZ
,,ALE,13387461,UQT_32.5_EW,UQ2,UQ_EW,SAL_TEA,TPS,AYR,2025-09-01,,0.6,False,,False,REST,ZZZ
,,ALE,14960744,UQT_32.5_EW,UQ1,UQ_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,0.2,False,,False,REST,ZZZ
,,ALE,14960744,UQT_32.5_EW,UQ2,UQ_EW,SAL_TEA,TPS,AYR,2025-09-01,,0.2,False,,False,REST,ZZZ
,,ALE,31030573,UQT_32.5_EW,UQ1,UQ_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,0.8,False,,False,REST,ZZZ
,,ALE,31030573,UQT_32.5_EW,UQ2,UQ_EW,SAL_TEA,TPS,AYR,2025-09-01,,0.8,False,,False,REST,ZZZ
,,ALE,41852816,UQT_32.5_EW,UQ1,UQ_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,0.6,False,,False,REST,ZZZ
,,ALE,41852816,UQT_32.5_EW,UQ2,UQ_EW,SAL_TEA,TPS,AYR,2025-09-01,,0.6,False,,False,REST,ZZZ
,,ALE,15299015,LP_32.5_EW,LP01,LP_EW_01-04,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,ALE,15299015,LP_32.5_EW,LP02,LP_EW_01-04,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,ALE,16577260,LP_32.5_EW,LP05,LP_EW_05-09,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,ALE,16577260,LP_32.5_EW,LP06,LP_EW_05-09,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,ALE,33157295,LP_32.5_EW,LP15,LP_EW_15-18,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,ALE,33157295,LP_32.5_EW,LP16,LP_EW_15-18,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,ALE,37471415,LP_32.5_EW,LP01,LP_EW_01-18,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,ALE,37471415,LP_32.5_EW,LP02,LP_EW_01-18,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,ALE,42607894,LP_32.5_EW,LP12,LP_EW_12-12,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,ALE,42607894,LP_32.5_EW,LP12,LP_EW_12-12,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,ALE,57775265,LP_32.5_EW,LP10,LP_EW_10-14,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,ALE,57775265,LP_32.5_EW,LP11,LP_EW_10-14,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,ALE,40935742,DHT_32.5_EW,L21,LS_EW_21-35,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,ALE,40935742,DHT_32.5_EW,L22,LS_EW_21-35,SAL_LST,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,ALE,87317051,HT_32.5_EW,L35,LS_EW_35-43,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,ALE,87317051,HT_32.5_EW,L36,LS_EW_35-43,SAL_LST,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,ALE,94539905,AHT_32.5_EW,L17,LS_EW_16-27,SAL_LST,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,APP,11929425,TEA_32.5_EW,M4,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,14345070,TEA_32.5_EW,M3,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,19293400,UQT_32.5_EW,UQ1,UQ_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,19727748,AHT_32.5_EW,L18,LS_EW_18-31,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,21180588,TEA_32.5_EW,M3,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,24908843,TEA_32.5_EW,M2,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,25478922,AHT_32.5_EW,L06,LS_EW_06-18,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,31126690,LP_32.5_EW,LP01,LP_EW_01-04,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,31656630,TEA_32.5_EW,M2,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,36738319,AHT_32.5_EW,L08,LS_EW_08-21,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,36738319,AHT_32.5_EW,L08,LS_EW_08-21,SAL_LST,TPS,AYR,2025-09-01,,0.5,False,,False,REST,ZZZ
,,APP,37334523,TEA_32.5_EW,M6,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,37861114,TEA_32.5_EW,M1,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,45371928,TEA_32.5_EW,M5,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,45371928,TEA_32.5_EW,M5,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2025-09-01,,0.6,False,,False,REST,ZZZ
,,APP,46241306,TEA_32.5_EW,M4,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,52018896,DHT_32.5_EW,L22,LS_EW_21-35,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,52018896,DHT_32.5_EW,L22,LS_EW_21-35,SAL_LST,TPS,AYR,2025-09-01,,0.5,False,,False,REST,ZZZ
,,APP,56958292,UQT_32.5_EW,UQ1,UQ_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,56958292,UQT_32.5_EW,UQ1,UQ_EW,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,APP,59009305,LP_32.5_EW,LP01,LP_EW_01-18,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,61694614,TEA_32.5_EW,UPS1Y1,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,61694614,TEA_32.5_EW,UPS1Y1,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2025-09-01,,0.4,False,,False,REST,ZZZ
,,APP,63205392,TEA_32.5_EW,M4,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,66571235,LP_32.5_EW,LP15,LP_EW_15-18,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,67615895,UQT_32.5_EW,UQ1,UQ_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,67615895,UQT_32.5_EW,UQ1,UQ_EW,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,APP,77744551,LP_32.5_EW,LP10,LP_EW_10-14,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,80960804,UQT_32.5_EW,UQ1,UQ_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,83677954,HT_32.5_EW,L32,LS_EW_28-43,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,83677954,HT_32.5_EW,L32,LS_EW_28-43,SAL_LST,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,APP,94553963,LP_32.5_EW,LP05,LP_EW_05-09,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,95529934,LP_32.5_EW,LP12,LP_EW_12-12,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,95529934,LP_32.5_EW,LP12,LP_EW_12-12,SAL_TEA,TPS,AYR,2025-09-01,,0.2,False,,False,REST,ZZZ
,,APP,96213821,TEA_32.5_EW,M5,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,APP,99516094,TEA_32.5_EW,M6,MAIN_UPS_EW,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,10090559,TEA_32.43_FRI,M5.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,10090559,TEA_32.43_FRI,M6,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,14058586,TEA_32.43_FRI,UPS1Y2.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,14058586,TEA_32.43_FRI,UPS2Y1,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,14349314,UQT_32.43_FRI,UQ1,UQ_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,14349314,UQT_32.43_FRI,UQ2,UQ_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,16104075,UQT_32.43_FRI,UQ1,UQ_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,16104075,UQT_32.43_FRI,UQ2,UQ_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,16855112,AHT_32.43_FRI,L14,LS_FRI_14-20,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,16855112,AHT_32.43_FRI,L15,LS_FRI_14-20,SAL_LST,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,18650815,TEA_32.43_FRI,M4,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,18650815,TEA_32.43_FRI,M4.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,28447743,TEA_32.43_FRI,M5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,28447743,TEA_32.43_FRI,M5.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,34110098,LP_32.43_FRI,LP15,LP_FRI_15-18,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,34110098,LP_32.43_FRI,LP16,LP_FRI_15-18,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,34948751,TEA_32.43_FRI,M4.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,34948751,TEA_32.43_FRI,M5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,37460387,TEA_32.43_FRI,M1.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,37460387,TEA_32.43_FRI,M2,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,40351149,AHT_32.43_FRI,L21,LS_FRI_21-27,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,40351149,AHT_32.43_FRI,L22,LS_FRI_21-27,SAL_LST,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,45794344,TEA_32.43_FRI,M6,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,45794344,TEA_32.43_FRI,M6.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,52971708,LP_32.43_FRI,LP10,LP_FRI_10-14,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,52971708,LP_32.43_FRI,LP11,LP_FRI_10-14,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,53962741,LP_32.43_FRI,LP05,LP_FRI_05-09,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,53962741,LP_32.43_FRI,LP06,LP_FRI_05-09,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,54165263,LP_32.43_FRI,LP12,LP_FRI_12-12,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,54165263,LP_32.43_FRI,LP12,LP_FRI_12-12,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,55594630,AHT_32.43_FRI,L07,LS_FRI_07-13,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,55594630,AHT_32.43_FRI,L08,LS_FRI_07-13,SAL_LST,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,60208833,AHT_32.43_FRI,L12,LS_FRI_12-12,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,60208833,AHT_32.43_FRI,L12,LS_FRI_12-12,SAL_LST,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,64294987,TEA_32.43_FRI,M1,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,70541586,LP_32.43_FRI,LP01,LP_FRI_01-04,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,70541586,LP_32.43_FRI,LP02,LP_FRI_01-04,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,72503284,TEA_32.43_FRI,M4,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,72503284,TEA_32.43_FRI,M4.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,75851885,DHT_32.43_FRI,L28,LS_FRI_28-34,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,75851885,DHT_32.43_FRI,L29,LS_FRI_28-34,SAL_LST,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,76834592,TEA_32.43_FRI,M4,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,76834592,TEA_32.43_FRI,M4.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,77450681,UQT_32.43_FRI,UQ6,UQ_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,83285213,DHT_32.43_FRI,L06,LS_FRI_01-06,SAL_TEA,TPS,AYR,2025-02-28,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,83285213,DHT_32.43_FRI,L06,LS_FRI_01-06,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,83895650,HT_32.43_FRI,L35,LS_FRI_35-43,SAL_LST,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,83895650,HT_32.43_FRI,L36,LS_FRI_35-43,SAL_LST,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,85931260,LP_32.43_FRI,LP01,LP_FRI_01-18,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,85931260,LP_32.43_FRI,LP02,LP_FRI_01-18,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,93040013,TEA_32.43_FRI,UPS1Y1,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,93040013,TEA_32.43_FRI,UPS1Y1.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,93908573,UQT_32.43_FRI,UQ1,UQ_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,93908573,UQT_32.43_FRI,UQ2,UQ_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,95823156,TEA_32.43_FRI,M1,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,95823156,TEA_32.43_FRI,M1.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,97000557,UQT_32.43_FRI,UQ1,UQ_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,97000557,UQT_32.43_FRI,UQ2,UQ_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,99374547,TEA_32.43_FRI,M6,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,99374547,TEA_32.43_FRI,M6.5,MAIN_UPS_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,EDU,99588614,UQT_32.43_FRI,UQ1,UQ_FRI,SAL_TEA,TPS,AYR,2024-09-01,2025-08-31,1.0,False,,False,REST,ZZZ
,,EDU,99588614,UQT_32.43_FRI,UQ2,UQ_FRI,SAL_TEA,TPS,AYR,2025-09-01,,1.0,False,,False,REST,ZZZ
,,GOO,G46117,TEA_25_IL,M1,MAIN_IL,SAL_TEA,TPS,AYR,2026-01-01,,1.0,False,,False,REST,ZZZ
,,GOO,G46118,AHT_25_IL,L07,LS_IL_07-13,SAL_LST,TPS,AYR,2026-01-01,,1.0,False,,False,REST,ZZZ
,,GOO,G46119,AHT_25_IL,L01,LS_IL_01-06,SAL_LST,TPS,AYR,2026-01-01,,1.0,False,,False,REST,ZZZ
,,GOO,G46120,TEA_25_IL,UPS1Y1,UPS_IL,SAL_TEA,TPS,AYR,2026-01-01,,1.0,False,,False,REST,ZZZ
,,GOO,G46121,UQT_25_IL,UQ1,UQ_IL,SAL_TEA,TPS,AYR,2026-01-01,,1.0,False,,False,REST,ZZZ
,,GOO,G46122,TEA_25_IL,M1,MAIN_IL,SAL_TEA,TPS,AYR,2026-01-01,,1.0,False,,False,,PERM
,,GOO,G46123,LP_25_IL,LP10,LP_IL_10-14,SAL_TEA,TPS,AYR,2026-01-01,,1.0,False,,False,REST,ZZZ
,,GOO,G46124,AHT_25_IL,L21,LS_IL_21-27,SAL_LST,TPS,AYR,2026-01-01,,1.0,False,,False,REST,ZZZ
,,GOO,G46125,LP_25_IL,LP01,LP_IL_01-18,SAL_TEA,TPS,AYR,2026-01-01,,1.0,False,,False,REST,ZZZ
,,GOO,G46126,TEA_25_IL,M1,MAIN_IL,SAL_TEA,TPS,AYR,2026-01-01,,1.0,False,,False,REST,ZZZ
