ScenarioCode,StaffMemberCode,LastName,FirstName,PensionOptOut,ServiceStartDate,DateOfBirth,Apprenticeship,AvailableToAllSchools,SchoolCodes,StaffMemberEnabled,PayrollLocation,GenderCode,Casual
,14314146,Riley,Ellia,False,2018-09-01,,False,False,"LOR,GRE",True,,ZZZ,False
,14345070,Carroll,Arnold,False,2018-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,14349314,Montgomery,Lyndon,False,2018-09-01,,False,False,EDU,True,,ZZZ,False
,14360179,Nelson,Roland,False,2023-09-01,,False,False,APP,True,,ZZZ,True
,14382068,Crawford,Jasmine,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,14442290,Harrison,Samantha,False,2023-09-01,,False,False,MAT,True,,ZZZ,True
,14497952,Richards,Charlotte,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,14596493,Chapman,Jasmine,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,14653349,Brown,Alissa,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,14689464,Parker,Alen,False,2023-09-01,,False,False,MIL,True,,ZZZ,False
,14743841,Morgan,Brad,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,14757164,Reed,Florrie,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,14782598,Perry,Elian,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,14860121,Thomas,Fiona,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,14884527,Baker,Rosie,False,2023-09-01,,False,False,ALE,True,,ZZZ,True
,14904295,Jones,Hailey,False,2023-09-01,,False,False,MAT,True,,ZZZ,True
,14934545,Scott,Aida,False,2018-09-01,,False,False,"LOR,GRE",True,,ZZZ,False
,14960744,Morrison,Savana,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,14961629,Hill,Carina,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,14961855,Payne,Lenny,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,15173816,Lloyd,Honey,False,2023-09-01,,False,False,MAT,True,,ZZZ,True
,15299015,Parker,Deanna,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,15300519,Allen,Walter,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,15510339,Lloyd,Briony,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,15535821,Richardson,Myra,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,15578093,Alexander,Abraham,False,2023-09-01,,False,False,APP,True,,ZZZ,True
,15633451,Alexander,Daryl,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,15633672,Baker,Melanie,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,15656763,Morrison,Harold,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,15799151,Riley,Aiden,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,15815366,Taylor,Sam,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,15838928,Williams,Alexia,False,2023-09-01,,False,False,MAT,True,,ZZZ,True
,15851063,Douglas,Ashton,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,15949454,Brown,Martin,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,16104075,Montgomery,Amanda,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,16339671,Barnes,Julia,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,16459649,Harrison,Sofia,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,16561919,Brown,William,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,16577260,Clark,Roman,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,16583736,Miller,Tiana,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,16592427,Harris,Kimberly,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,16794638,Hill,Brad,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,16797338,Bailey,Honey,False,2018-09-01,,False,False,"LOR,GRE",True,,ZZZ,False
,16855112,Adams,Roman,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,16941119,Morris,Maximilian,False,2023-09-01,,False,False,GRE,True,,ZZZ,False
,17098708,Carter,Frederick,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,17279597,West,Tess,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,17304810,Gibson,Madaline,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,17345346,Anderson,Derek,False,2023-09-01,,False,False,MID,True,,ZZZ,True
,17347057,West,Paige,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,17502868,Evans,Jack,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,17568224,Montgomery,Roman,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,17607754,Holmes,Frederick,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,17731174,West,Abigail,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,17785589,Davis,Honey,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,17787357,Adams,Nicholas,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,17801405,Bailey,Sophia,False,2023-09-01,2000-10-27,True,False,GRE,True,,ZZZ,False
,17815448,Cunningham,Kate,False,2023-09-01,2004-12-18,True,False,EDU,True,,ZZZ,False
,17998662,Mason,Frederick,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,18020809,Phillips,Michael,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,18080644,Chapman,Florrie,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,18085327,Cole,Rebecca,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,18111492,Carter,James,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,18122451,Howard,Lily,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,18126562,Davis,Sabrina,False,2023-09-01,,False,False,ALE,True,,ZZZ,True
,18269281,Dixon,Eddy,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,18448326,Myers,Connie,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,18458010,Chapman,Jack,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,18461984,Montgomery,Derek,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,18551650,Moore,Jacob,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,18580830,Casey,James,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,18650815,Barnes,Sawyer,False,2018-09-01,,False,False,EDU,True,,ZZZ,False
,18658398,Carter,Aldus,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,18713007,Morgan,Edward,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,18768301,Lloyd,Vivian,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,18904683,Clark,Olivia,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,18914005,Elliott,Miley,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,18962891,West,Wilson,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,19287027,Moore,Owen,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,19293400,Morrison,Briony,False,2018-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,19414280,Anderson,Alan,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,19502229,Myers,Jessica,False,2023-09-01,,False,False,"LOR,GRE",True,,ZZZ,False
,19530015,Allen,Rafael,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,19566690,Nelson,Victoria,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,19727748,Watson,Owen,False,2023-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,19802023,Craig,Aston,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,19805977,Harper,Blake,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,19807968,Russell,Adrianna,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,19943256,Harrison,Julian,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,20170946,Craig,Kate,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,20272896,Andrews,Adison,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,20279320,Rogers,Cadie,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,20303520,Rogers,Brad,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,20426779,Thompson,Michael,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,20430912,Wright,Oliver,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,20611171,Bennett,Amber,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,21005460,Robinson,Paul,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,21048232,Morrison,Amelia,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,21058910,Crawford,Ellia,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,21129707,Mitchell,Briony,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,21180588,Phillips,Kellan,False,2018-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,21226092,Grant,Abigail,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,21394841,Hill,Alberta,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,21641170,Foster,Oliver,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,21671966,Mason,Sawyer,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,21710293,Hamilton,Michael,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,21804075,Ellis,Aldus,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,21862609,Riley,Brianna,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,22075938,Farrell,Paige,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,22537351,Cunningham,Lilianna,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,22563702,Lloyd,Harold,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,22565532,Holmes,Edith,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,22602856,Johnson,Alexander,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,22826914,Murphy,Dainton,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,22883764,Clark,Madaline,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,23091346,Murphy,Deanna,False,2023-09-01,,False,False,MIL,True,,ZZZ,False
,23253038,Moore,James,False,2023-09-01,,False,False,MIL,True,,ZZZ,False
,23807408,Allen,Elian,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,23841886,Williams,Deanna,False,2023-09-01,,False,False,"MIL,LOR",True,,ZZZ,False
,23854654,Ross,Darcy,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,23959600,Johnson,Sienna,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,24611589,Mason,Albert,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,24908843,Adams,Sarah,False,2018-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,25045683,Perry,Nicholas,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,25478922,Hamilton,Oliver,False,2023-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,25532841,Foster,Cherry,False,2023-09-01,2007-05-17,True,False,LEA,True,,ZZZ,False
,25566272,Kelly,Owen,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,25568553,Casey,Connie,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,25579365,Harrison,Amanda,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,25581802,Dixon,Rosie,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,25747527,Stewart,Alexander,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,25891064,Scott,Jacob,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,25982773,Hamilton,Chester,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,26045719,Moore,Fiona,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,26238366,Miller,Lana,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,26407541,Miller,Adele,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,26742198,Cooper,Steven,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,26856738,Barnes,Charlotte,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,26881623,Higgins,Gianna,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,27217687,Sullivan,Ada,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,27314236,Cameron,Caroline,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,27437172,Murphy,Alberta,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,27530404,Hawkins,Tyler,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,27652696,Roberts,Adison,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,27797123,Davis,Catherine,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,27846835,Ellis,Alexander,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,27937868,Murray,Melanie,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,27941758,Ross,Ned,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,28062465,Kelly,Fenton,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,28137493,Harper,Henry,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,28211823,Ellis,Lily,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,28233636,Montgomery,Annabella,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,28285023,Cole,Daisy,False,2023-09-01,,False,False,APP,True,,ZZZ,True
,28447743,Mitchell,April,False,2018-09-01,,False,False,EDU,True,,ZZZ,False
,28479363,Taylor,Derek,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,28571249,Smith,Jasmine,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,28663251,Lloyd,Elian,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,28752640,Harris,Jordan,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,29118337,Thompson,Lana,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,29703211,Alexander,Myra,False,2023-09-01,2000-06-16,True,False,ALE,True,,ZZZ,False
,29959300,Morrison,Clark,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,30220109,Phillips,Nicholas,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,30353673,Ferguson,Samantha,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,30357109,Ferguson,Maddie,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,30556251,Perkins,Nicholas,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,30608514,Wells,Sydney,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,30712428,Perry,Ned,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,30731972,Perry,Alan,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,30949708,Chapman,Robert,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,31008481,Smith,Eddy,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,31030573,Richardson,Robert,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,31126690,Gibson,James,False,2023-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,31369142,Grant,Kelvin,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,31656630,Casey,Ellia,False,2018-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,31664655,Andrews,Dale,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,32088043,Brown,Jordan,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,32402584,Cameron,Aida,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,32434168,Murray,Ned,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,32683469,Riley,Kelvin,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,32723933,Casey,Hailey,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,32742611,Scott,Jenna,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,32911358,Wright,Mary,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,33070404,Douglas,Amelia,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,33157295,Mason,Alfred,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,33171420,Smith,Arnold,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,33183732,Douglas,Amy,False,2023-09-01,,False,False,MAR,True,,ZZZ,True
,33209170,Fowler,Dainton,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,33229566,Perkins,Audrey,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,33542471,Grant,Alford,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,33740616,Carroll,Owen,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,33944863,Armstrong,Alexia,False,2018-09-01,,False,False,"MIL,LOR",True,,ZZZ,False
,33945492,Henderson,Kate,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,33956743,Douglas,Carina,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,33996712,Kelly,Edgar,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,34110098,Turner,Miranda,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,34466477,Riley,Valeria,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,34570102,Martin,Olivia,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,34639374,Martin,George,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,34670661,Walker,Brianna,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,34903393,Andrews,Eleanor,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,34948751,Kelley,Ryan,False,2018-09-01,,False,False,EDU,True,,ZZZ,False
,34955493,Chapman,April,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,35119386,Montgomery,Roland,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,35242264,Foster,Thomas,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,35249572,Hamilton,Elian,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,35312665,Harrison,Victor,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,35368748,Craig,Lydia,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,35553986,Williams,Maria,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,35791616,Richardson,Ted,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,36094572,West,Walter,False,2018-09-01,,False,False,"MIL,LOR",True,,ZZZ,False
,36154741,Wright,Clark,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,36292027,Owens,Deanna,False,2023-09-01,,False,False,MIL,True,,ZZZ,False
,36482679,Bennett,Richard,False,2023-09-01,,False,False,MID,True,,ZZZ,True
,36485191,Douglas,Dainton,False,2023-09-01,,False,False,MAR,True,,ZZZ,True
,36738319,Baker,Blake,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,36761003,Parker,Melanie,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,36766096,Gray,David,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,36799177,West,Ryan,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,37001225,Evans,Edwin,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,37334523,Martin,Madaline,False,2018-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,37460387,Hill,Jack,False,2018-09-01,,False,False,EDU,True,,ZZZ,False
,37471415,Hill,Briony,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,37483245,Higgins,Sienna,False,2023-09-01,,False,False,MAR,True,,ZZZ,True
,37549753,Andrews,Edith,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,37692027,Myers,Daniel,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,37813048,Murray,Ryan,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,37861114,Crawford,Miranda,False,2018-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,37992414,Baker,Garry,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,38121527,Bailey,Brad,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,38134595,Anderson,Arnold,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,38191388,Reed,Amelia,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,38342401,Cole,Tony,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,38395612,Russell,Elian,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,38613678,Wells,Olivia,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,38781204,Warren,George,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,38930606,Holmes,Mary,False,2023-09-01,,False,False,ALE,True,,ZZZ,True
,38931211,Cooper,David,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,38977373,Edwards,Miley,False,2023-09-01,,False,False,ALE,True,,ZZZ,True
,39008401,Kelley,Olivia,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,39107154,Davis,Melanie,False,2023-09-01,,False,False,APP,True,,ZZZ,True
,39634930,Andrews,Samantha,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,39847857,Chapman,Grace,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,40054664,Hamilton,Cadie,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,40149804,Russell,Daniel,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,40351149,Nelson,Arnold,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,40668959,Craig,Vanessa,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,40687294,Lloyd,Annabella,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,40754765,Murphy,Edith,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,40855504,Turner,Olivia,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,40935742,Sullivan,Jessica,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,40982064,Casey,Jack,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,40982237,Payne,Deanna,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,41005839,Martin,Tara,False,2023-09-01,,False,False,MIL,True,,ZZZ,False
,41111480,Thompson,Emma,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,41121849,Dixon,Amelia,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,41129928,Thompson,Sophia,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,41794727,Cameron,Anna,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,41852816,Wilson,Audrey,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,42474440,Brooks,Sienna,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,42504015,Brooks,Clark,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,42607894,Wilson,Maria,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,42616275,Walker,Roman,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
